,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID number,Status,Month,Year,Incident Time,District,Special Police groups,Subject Known,Subject Age,Subject Gender,Subject Ethnicity,RF: History of carrying weapons,RF: History of Violence Against Police,RF: History of Violence Against non-police,RF: Alcohol,RF: Drugs,RF: Mental health,RF: Distressed (not mental health),RF: Suicidal,RF: Excited Delerium,RF: Medical,RF: Other,Subject Armed,Subject Weapon - RECODE,Tactics Used,Communication: Usage Count,Communication: PCA,Communication: Tactic Location Type,Communication: Tactic Location Description,Communication: Tactic Effect,HC-Restraints: Usage Count,HC-Restraints 1: PCA,HC-Restraints 1: Technique,HC-Restraints 1: Tactic Location Type,HC-Restraints 1: Tactic Location Description,HC-Restraints 1: Tactic Effect,HC-Restraints 2: PCA,HC-Restraints 2: Technique,HC-Restraints 2: Tactic Location Type,HC-Restraints 2: Tactic Location Description,HC-Restraints 2: Tactic Effect,HC-Restraints 3: PCA,HC-Restraints 3: Technique,HC-Restraints 3: Tactic Location Type,HC-Restraints 3: Tactic Location Description,HC-Restraints 3: Tactic Effect,OC Spray: Usage Count,OC Spray 1: PCA,OC Spray 1: Spray Duration,OC Spray 1: Body Location,OC Spray 1: Tactic Location Type,OC Spray 1: Tactic Location Description,OC Spray 1: Environmental Conditions,OC Spray 1: Tactic Effect,OC Spray 2: PCA,OC Spray 2: Spray Duration,OC Spray 2: Body Location,OC Spray 2: Tactic Location Type,OC Spray 2: Tactic Location Description,OC Spray 2: Environmental Conditions,OC Spray 2: Tactic Effect,OC Spray 3: PCA,OC Spray 3: Spray Duration,OC Spray 3: Body Location,OC Spray 3: Tactic Location Type,OC Spray 3: Tactic Location Description,OC Spray 3: Environmental Conditions,OC Spray 3: Tactic Effect,Empty Hand: Usage Count,Empty Hand 1: PCA,Empty Hand 1: Tactic Location Type,Empty Hand 1: Tactic Location Description,Empty Hand 1: Tactic Effect,Empty Hand 2: PCA,Empty Hand 2: Tactic Location Type,Empty Hand 2: Tactic Location Description,Empty Hand 2: Tactic Effect,Empty Hand 3: PCA,Empty Hand 3: Technique,Empty Hand 3: Tactic Location Type,Empty Hand 3: Tactic Location Description,Empty Hand 3: Tactic Effect,Baton: Usage Count,Baton 1: PCA,Baton 1: Type,Baton 1: Method,Baton 1: Strikes,Baton 1: Tactic Location Type,Baton 1: Tactic Location Description,Baton 1: Tactic Effect,Baton 2: PCA,Baton 2: Type,Baton 2: Method,Baton 2: Strikes,Baton 2: Tactic Location Type,Baton 2: Tactic Location Description,Baton 2: Tactic Effect,Dog: Usage Count,Dog 1: PCA,Dog 1: Subject Bitten,Dog 1: Tactic Location Type,Dog 1: Tactic Location Description,Dog 1: Tactic Effect,Dog 2: PCA,Dog 2: Subject Bitten,Dog 2: Tactic Location Type,Dog 2: Tactic Location Description,Dog 2: Tactic Effect,Taser: Usage Count,Taser 1: PCA,Taser 1: Type,Taser 1: Reason No Warning - REDACTED,Taser 1: Deployment Method,Taser 1: Number of discharges with probes,Taser 1: Number of contact stuns,Taser 1: Num of 5 second cycles,Taser 1: Body Location,Taser 1: Activation Duration,Taser 1: Tactic Location Type,Taser 1: Tactic Location Description,Taser 1: Environmental Conditions,Taser 1: Subject Restrained?,Taser 1: Tactic Effect,Taser 2: PCA,Taser 2: Type,Taser 2: Reason No Warning,Taser 2: Deployment Method,Taser 2: Number of discharges with probes,Taser 2: Number of contact stuns,Taser 2: Num of 5 second cycles,Taser 2: Body Location,Taser 2: Activation Duration,Taser 2: Tactic Location Type,Taser 2: Tactic Location Description,Taser 2: Environmental Conditions,Taser 2: Subject Restrained?,Taser 2: Tactic Effect,Taser 3: PCA,Taser 3: Type,Taser 3: Reason No Warning,Taser 3: Deployment Method,Taser 3: Number of discharges with probes,Taser 3: Number of contact stuns,Taser 3: Num of 5 second cycles,Taser 3: Body Location,Taser 3: Activation Duration,Taser 3: Tactic Location Type,Taser 3: Tactic Location Description,Taser 3: Environmental Conditions,Taser 3: Subject Restrained?,Taser 3: Tactic Effect,Carotid Hold: Usage Count,Carotid Hold 1: Subject Behaviour,Carotid Hold 1: PCA,Carotid Hold 1: Effect of Hold,Carotid Hold 1: Tactic Location Type,Carotid Hold 1: Tactic Location Description,Carotid Hold 1: Tactic Effect,Carotid Hold 2: Subject Behaviour,Carotid Hold 2: PCA,Carotid Hold 2: Effect of Hold,Carotid Hold 2: Tactic Location Type,Carotid Hold 2: Tactic Location Description,Carotid Hold 2: Tactic Effect,Firearm: Usage Count,Firearm 1: PCA,Firearm 1: Firearm Type - RECODED,Firearm 1: Deployment Method,Firearm 1: Num Shots Fired,Firearm 1: Body Location,Firearm 1: Tactic Location Type,Firearm 1: Tactic Location Description,Firearm 1: Capable of Threat,Firearm 1: Tactic Effect,Firearm 2: PCA,Firearm 2: Firearm Type,Firearm 2: Deployment Method,Firearm 2: Num Shots Fired,Firearm 2: Body Location,Firearm 2: Tactic Location Type,Firearm 2: Tactic Location Description,Firearm 2: Capable of Threat,Firearm 2: Tactic Effect,Other: Usage Count,Other 1: Tactic - REDACTED,Other 1: PCA,Other 1: Tactic Location Type,Other 1: Tactic Location Description,Other 1: Tactic Effect,Other 2: Tactic,Other 2: PCA,Other 2: Tactic Location Type,Other 2: Tactic Location Description,Other 2: Tactic Effect,Incident Type,Most Effective Tactic - RECODED,Total Subject Injuries,Subject Injury 1: Cause,Subject Injury 1: Site,Subject Injury 1: Type,Subject Injury 1: Treatment Required,Subject Injury 1: Treatment Received,Subject Injury 2: Cause,Subject Injury 2: Site,Subject Injury 2: Type,Subject Injury 2: Treatment Required,Subject Injury 2: Treatment Received,Subject Injury 3: Cause,Subject Injury 3: Site,Subject Injury 3: Type,Subject Injury 3: Treatment Required,Subject Injury 3: Treatment Received,Staff Injury,Staff Injury: Area(s),Staff Injury: Outcome,Staff Injury: Cause,Staff Injury By Subject: Behaviour,Hard armour plates (HAP): Used,Reflectorised jacket: Used,SRBA: Used,SRBA: Felt Safer,SRBA: Worked,SRBA: Negative
902894,Completed,1,2017,2:00,Canterbury,Dog Section,No,29,Male,European,N,N,Y,Y,N,N,N,N,N,N,N,Had Weapon and Believed,Cutting/stabbing weapon,"Communication
Taser
",1,Assaultive,Residence,Outdoors,Nil,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,Passive Resistant,X2,-,Laser Painting,-,-,-,-,-,Residence,Outdoors,"Good visibility
Dry ground
Calm",No,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1d ? domestic dispute incident,Taser,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
133878,Completed,1,2017,1:09,Waikato,Nil,No,15,Unknown,Unknown,N,N,N,Y,N,N,N,N,N,N,N,No Weapon,,"Communication
OC Spray
",1,Assaultive,Outdoor public area,Outdoors,Nil,0,,,,,,,,,,,,,,,,1,Assaultive,4,Forehead,Outdoor public area,Outdoors,"Good visibility
Dry ground
Calm",Immediate and sufficient,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,3f - foot patrol,OC Spray,0,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,No,Yes,No
426885,Completed,1,2017,2:15,Canterbury,Nil,Yes,29,Male,European,N,N,Y,Y,N,N,Y,N,N,N,N,Had Weapon and Believed,Cutting/stabbing weapon,"Communication
Taser
",1,Assaultive,Residence,"Outdoors
Confined area",Delayed and not sufficient,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,Passive Resistant,X2,-,Laser Painting,0,0,-,-,-,Residence,Outdoors,"Poor visibility
Moving obstacles",No,Delayed but sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1d ? domestic dispute incident,Communication,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
603695,Completed,1,2017,16:27,Wellington,Nil,Yes,17,Male,European,Y,N,Y,N,N,N,N,N,N,N,N,No Weapon,,"Taser
",0,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,Active Resistant,X2,Not enough time,Presented,-,-,-,-,-,Residence,"Outdoors
Confined area","Good visibility
Dry ground
Calm
Static obstacles
Moving obstacles",No,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1c ? car/person acting suspiciously,Taser,0,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,N/A,No
427825,Completed,1,2017,7:20,Bay of Plenty,Nil,No,30,Male,Maori,N,N,N,N,N,N,Y,N,N,N,N,No Weapon,,"Taser
",0,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,Assaultive,X2,-,Laser Painting,-,-,-,-,-,Street/Highway/Motorway,Outdoors,"Good visibility
Dry ground
Static obstacles",No,Delayed but sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1d ? domestic dispute incident,Taser,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,N/A,N/A
210344,Completed,1,2017,2:45,Southern,Team Policing/Tactical Policing Unit (TP),Yes,24,Male,European,N,N,N,Y,N,N,N,N,N,N,N,No Weapon,,"Communication
Handcuffs-Restraints
",1,Active Resistant,Outdoor public area,Outdoors,Nil,1,Active Resistant,with pain compliance,Outdoor public area,Outdoors,Immediate and sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,2w - arrest warrant (other),Handcuffs-Restraints,0,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,N/A,Yes,No
621462,Completed,1,2017,18:22,Wellington,Strategic Traffic Unit (STU),Yes,26,Male,Pacific Islander,N,N,N,Y,Y,N,N,N,N,N,N,No Weapon,,"Communication
Handcuffs-Restraints
Empty Hand
Taser
",1,Passive Resistant,Street/Highway/Motorway,"Outdoors
Spacious area",Nil,1,Active Resistant,with pain compliance,Street/Highway/Motorway,"Outdoors
Spacious area",Immediate and sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,"Police Cell
Other","Indoors
Confined area",Immediate and sufficient,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,GBH,X2,Not enough time,Discharge,1,0,1,"Head-back, Neck-back",5,"Police Cell
Other","Indoors
Confined area","Good visibility
Dry ground
Calm",No,Delayed but sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1k ? drunk custody/detox centre incident,Taser,0,,,,,,,,,,,,,,,,Yes,Face,Self,Subject,Punch/Strike Police,No,Yes,Yes,Yes,Yes,No
346207,Completed,1,2017,22:25,Waikato,Nil,Yes,15,Male,European,Y,N,Y,Y,N,Y,N,N,N,Y,N,No Weapon,,"Communication
OC Spray
Handcuffs-Restraints
",1,Assaultive,Street/Highway/Motorway,Outdoors,Nil,1,Assaultive,without pain compliance,Street/Highway/Motorway,Outdoors,Immediate and sufficient,,,,,,,,,,,1,Assaultive,6,"Forehead, LEyeBrow, REyeBrow, LEye, REye, LCheek, RCheek, Nose",Street/Highway/Motorway,Outdoors,"Poor visibility
Calm",Immediate and sufficient,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1d ? domestic dispute incident,OC Spray,0,,,,,,,,,,,,,,,,,,,,,No,No,No,,,
537157,Completed,1,2017,2:00,Eastern,Nil,Yes,18,Male,Maori,N,Y,N,N,N,N,N,N,N,N,Y,No Weapon,,"Communication
Empty Hand
OC Spray
Handcuffs-Restraints
",1,Passive Resistant,Other,"Indoors
Outdoors
Confined area
Spacious area",Immediate but not sufficient,1,Active Resistant,without pain compliance,Outdoor public area,"Outdoors
Spacious area",Immediate and sufficient,,,,,,,,,,,1,Active Resistant,3,"LEye, REye, LEar, REar",Outdoor public area,"Outdoors
Spacious area","Good visibility
Dry ground
Calm
Static obstacles
Moving obstacles
Flammable surroundings",Immediate and sufficient,,,,,,,,,,,,,,,1,Active Resistant,Other,"Indoors
Outdoors
Confined area
Spacious area",Immediate but not sufficient,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,6d - bail breach,OC Spray,1,Handcuffs-Restraints,"RHand-front
LHand-front
LHand-back
RHand-back",Scrape/abrasion(not cut/laceration),Nil,Self,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,N/A,No
721773,Completed,1,2017,3:50,Wellington,Nil,Yes,25,Male,Maori,Y,N,Y,Y,N,N,Y,N,N,N,N,No Weapon,,"Communication
Empty Hand
Handcuffs-Restraints
",1,Active Resistant,Street/Highway/Motorway,"Outdoors
Confined area",Opposite effect of that intended,1,Assaultive,with pain compliance,Street/Highway/Motorway,"Outdoors
Confined area",Immediate and sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,Street/Highway/Motorway,"Outdoors
Confined area",Delayed and not sufficient,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1k ? drunk custody/detox centre incident,Handcuffs-Restraints,1,Empty Hand,Face,Swelling/Bruising,Medical,Refused,,,,,,,,,,,Yes,LHand-back,Nil,Subject,Wrestle/Headlock Police,No,No,Yes,Yes,Yes,No
